train_loss,epoch,step,valid_loss,valid_mae,train_mae
24.742740631103516,0,0,,,
23.183971405029297,0,1,,,
19.758508682250977,0,2,,,
16.81450653076172,0,3,,,
15.943414688110352,0,4,,,
14.387042045593262,0,5,,,
15.172285079956055,0,6,,,
16.48443603515625,0,7,,,
16.727142333984375,0,8,,,
15.627514839172363,0,9,,,
16.45583724975586,0,10,,,
15.529733657836914,0,11,,,
14.564257621765137,0,12,,,
14.689107894897461,0,13,,,
15.488204956054688,0,14,,,
15.063333511352539,0,15,,,
14.873748779296875,0,16,,,
14.83320140838623,0,17,,,
15.08996868133545,0,18,,,
14.892422676086426,0,19,,,
14.602865219116211,0,20,,,
14.745149612426758,0,21,,,
14.513036727905273,0,22,,,
14.798986434936523,0,23,,,
14.638163566589355,0,24,,,
14.352235794067383,0,25,,,
14.527559280395508,0,26,,,
14.46215534210205,0,27,,,
14.515584945678711,0,28,,,
14.585820198059082,0,29,,,
14.5174560546875,0,30,,,
14.39276123046875,0,31,,,
14.562662124633789,0,32,,,
14.429827690124512,0,33,,,
14.514083862304688,0,34,,,
14.328730583190918,0,35,,,
14.133687973022461,0,36,,,
14.043072700500488,0,37,,,
13.990776062011719,0,38,,,
13.980671882629395,0,39,,,
13.885066032409668,0,40,,,
13.727015495300293,0,41,,,
13.75292682647705,0,42,,,
13.69946575164795,0,43,,,
13.5758695602417,0,44,,,
13.348156929016113,0,45,,,
13.041997909545898,0,46,,,
12.98866081237793,0,47,,,
13.016278266906738,0,48,,,
12.820711135864258,0,49,,,
12.368783950805664,0,50,,,
12.085853576660156,0,51,,,
12.069799423217773,0,52,,,
11.788507461547852,0,53,,,
11.445676803588867,0,54,,,
11.28429126739502,0,55,,,
10.718377113342285,0,56,,,
10.28172492980957,0,57,,,
9.913981437683105,0,58,,,
9.778205871582031,0,59,,,
9.203841209411621,0,60,,,
8.48059368133545,0,61,,,
8.798500061035156,0,62,,,
7.671053886413574,0,63,,,
7.158011436462402,0,64,,,
7.200399875640869,0,65,,,
7.141430854797363,0,66,,,
6.719046592712402,0,67,,,
5.287850379943848,0,68,,,
5.850936412811279,0,69,,,
5.401961326599121,0,70,,,
5.0623064041137695,0,71,,,
6.0880608558654785,0,72,,,
5.19069766998291,0,73,,,
4.972496509552002,0,74,,,
5.128145694732666,0,75,,,
4.485127925872803,0,76,,,
5.214482307434082,0,77,,,
4.631767749786377,0,78,,,
6.056267261505127,0,79,,,
4.915341854095459,0,80,,,
2.925802707672119,0,81,,,
5.735014915466309,0,82,,,
3.594507932662964,0,83,,,
4.555267333984375,0,84,,,
6.4335737228393555,0,85,,,
5.183382987976074,0,86,,,
5.410531044006348,0,87,,,
4.96135139465332,0,88,,,
4.08234167098999,0,89,,,
5.056509971618652,0,90,,,
5.466789722442627,0,91,,,
3.8468310832977295,0,92,,,
2.6933364868164062,0,93,,,
4.852900505065918,0,94,,,
3.6966629028320312,0,95,,,
4.497924327850342,0,96,,,
3.260873317718506,0,97,,,
4.027412414550781,0,98,,,
4.115537643432617,0,99,,,
5.470152378082275,0,100,,,
4.820316791534424,0,101,,,
3.2301650047302246,0,102,,,
3.6841282844543457,0,103,,,
3.6869874000549316,0,104,,,
4.720612525939941,0,105,,,
2.608771800994873,0,106,,,
1.7696974277496338,0,107,,,
4.197371959686279,0,108,,,
3.8733325004577637,0,109,,,
2.7225613594055176,0,110,,,
4.108578681945801,0,111,,,
2.987414836883545,0,112,,,
2.9771695137023926,0,113,,,
3.59222149848938,0,114,,,
3.0101983547210693,0,115,,,
2.268397092819214,0,116,,,
4.7876763343811035,0,117,,,
2.141350030899048,0,118,,,
4.368261814117432,0,119,,,
4.175845146179199,0,120,,,
2.748915672302246,0,121,,,
3.856311321258545,0,122,,,
3.800907850265503,0,123,,,
3.3160643577575684,0,124,,,
3.5414443016052246,0,125,,,
3.041875123977661,0,126,,,
3.7515997886657715,0,127,,,
2.4444079399108887,0,128,,,
2.6369879245758057,0,129,,,
3.124002695083618,0,130,,,
5.873190879821777,0,131,,,
2.2959861755371094,0,132,,,
2.041408061981201,0,133,,,
2.538480281829834,0,134,,,
2.12972092628479,0,135,,,
3.149872303009033,0,136,,,
3.4226622581481934,0,137,,,
3.4679198265075684,0,138,,,
3.066610097885132,0,139,,,
3.810332775115967,0,140,,,
2.592839241027832,0,141,,,
2.6280620098114014,0,142,,,
2.9536595344543457,0,143,,,
3.6326003074645996,0,144,,,
1.7090139389038086,0,145,,,
3.2185311317443848,0,146,,,
2.34139084815979,0,147,,,
3.3014132976531982,0,148,,,
2.5320045948028564,0,149,,,
3.3701984882354736,0,150,,,
2.895625114440918,0,151,,,
3.9313805103302,0,152,,,
1.4955954551696777,0,153,,,
2.6541571617126465,0,154,,,
3.2352683544158936,0,155,,,
2.608725070953369,0,156,,,
3.1884207725524902,0,157,,,
1.8585933446884155,0,158,,,
3.2904465198516846,0,159,,,
2.3920247554779053,0,160,,,
2.8204219341278076,0,161,,,
2.328630208969116,0,162,,,
2.1901838779449463,0,163,,,
2.464003086090088,0,164,,,
2.7952895164489746,0,165,,,
2.8012754917144775,0,166,,,
2.6767051219940186,0,167,,,
1.875011682510376,0,168,,,
1.4982496500015259,0,169,,,
2.3019845485687256,0,170,,,
3.3146469593048096,0,171,,,
4.2511305809021,0,172,,,
2.8031392097473145,0,173,,,
3.2040200233459473,0,174,,,
2.6246066093444824,0,175,,,
3.2761833667755127,0,176,,,
3.1647889614105225,0,177,,,
