train_loss,epoch,step,valid_loss,valid_mae,train_mae,test_mae
21.66274642944336,0,0,,,,
20.02948760986328,0,1,,,,
22.0599308013916,0,2,,,,
21.396095275878906,0,3,,,,
20.55263328552246,0,4,,,,
20.514558792114258,0,5,,,,
19.350889205932617,0,6,,,,
20.394262313842773,0,7,,,,
19.25724220275879,0,8,,,,
20.62413215637207,0,9,,,,
19.72986602783203,0,10,,,,
,0,10,16.281099319458008,0.925000011920929,,
,0,10,,,1.0198863744735718,
19.060277938842773,1,11,,,,
18.778263092041016,1,12,,,,
19.444908142089844,1,13,,,,
18.897083282470703,1,14,,,,
18.804880142211914,1,15,,,,
18.495986938476562,1,16,,,,
17.62239646911621,1,17,,,,
17.932126998901367,1,18,,,,
17.92061424255371,1,19,,,,
18.252460479736328,1,20,,,,
18.128942489624023,1,21,,,,
,1,21,15.265985488891602,0.762499988079071,,
,1,21,,,0.8323863744735718,
17.42559242248535,2,22,,,,
17.96621322631836,2,23,,,,
17.521987915039062,2,24,,,,
17.750823974609375,2,25,,,,
17.679655075073242,2,26,,,,
17.34565544128418,2,27,,,,
16.62337303161621,2,28,,,,
16.799787521362305,2,29,,,,
16.494094848632812,2,30,,,,
16.541015625,2,31,,,,
17.074180603027344,2,32,,,,
,2,32,14.41418743133545,0.7124999761581421,,
,2,32,,,0.7116477489471436,
16.36629867553711,3,33,,,,
16.459243774414062,3,34,,,,
16.161312103271484,3,35,,,,
17.146774291992188,3,36,,,,
16.402667999267578,3,37,,,,
16.227231979370117,3,38,,,,
15.656539916992188,3,39,,,,
15.87196159362793,3,40,,,,
14.995737075805664,3,41,,,,
15.105720520019531,3,42,,,,
15.975008010864258,3,43,,,,
,3,43,13.791616439819336,0.699999988079071,,
,3,43,,,0.6576704382896423,
15.687997817993164,4,44,,,,
15.1201171875,4,45,,,,
14.74195384979248,4,46,,,,
16.758922576904297,4,47,,,,
15.438653945922852,4,48,,,,
15.349652290344238,4,49,,,,
15.160181045532227,4,50,,,,
15.197525024414062,4,51,,,,
13.776405334472656,4,52,,,,
14.04864501953125,4,53,,,,
15.042783737182617,4,54,,,,
,4,54,13.202047348022461,0.675000011920929,,
,4,54,,,0.6363636255264282,
15.13859748840332,5,55,,,,
14.09718132019043,5,56,,,,
13.646677017211914,5,57,,,,
16.326614379882812,5,58,,,,
14.53808307647705,5,59,,,,
14.503605842590332,5,60,,,,
14.515579223632812,5,61,,,,
14.37585163116455,5,62,,,,
12.741626739501953,5,63,,,,
13.255315780639648,5,64,,,,
14.155108451843262,5,65,,,,
,5,65,12.542681694030762,0.625,,
,5,65,,,0.609375,
14.597009658813477,6,66,,,,
13.211141586303711,6,67,,,,
12.828271865844727,6,68,,,,
15.958158493041992,6,69,,,,
13.66032600402832,6,70,,,,
13.635566711425781,6,71,,,,
13.988797187805176,6,72,,,,
13.454446792602539,6,73,,,,
11.882109642028809,6,74,,,,
12.397583961486816,6,75,,,,
13.292762756347656,6,76,,,,
,6,76,11.852794647216797,0.5249999761581421,,
,6,76,,,0.5596590638160706,
14.124346733093262,7,77,,,,
12.314858436584473,7,78,,,,
11.981433868408203,7,79,,,,
15.5545015335083,7,80,,,,
12.748342514038086,7,81,,,,
12.874320983886719,7,82,,,,
13.52801513671875,7,83,,,,
12.665823936462402,7,84,,,,
11.093978881835938,7,85,,,,
11.658153533935547,7,86,,,,
12.5536470413208,7,87,,,,
,7,87,11.2155179977417,0.512499988079071,,
,7,87,,,0.4786931872367859,
13.550480842590332,8,88,,,,
11.540879249572754,8,89,,,,
11.212793350219727,8,90,,,,
15.162579536437988,8,91,,,,
11.944356918334961,8,92,,,,
12.141075134277344,8,93,,,,
12.945798873901367,8,94,,,,
11.958346366882324,8,95,,,,
10.454896926879883,8,96,,,,
10.978822708129883,8,97,,,,
11.959856986999512,8,98,,,,
,8,98,10.661301612854004,0.5,,
,8,98,,,0.42897728085517883,
12.922276496887207,9,99,,,,
10.865102767944336,9,100,,,,
10.576868057250977,9,101,,,,
14.646621704101562,9,102,,,,
11.284690856933594,9,103,,,,
11.476570129394531,9,104,,,,
12.380578994750977,9,105,,,,
11.282403945922852,9,106,,,,
9.954887390136719,9,107,,,,
10.412668228149414,9,108,,,,
11.438424110412598,9,109,,,,
,9,109,10.134368896484375,0.4625000059604645,,
,9,109,,,0.3948863744735718,
12.251144409179688,10,110,,,,
10.267377853393555,10,111,,,,
9.980494499206543,10,112,,,,
14.086512565612793,10,113,,,,
10.774213790893555,10,114,,,,
10.832693099975586,10,115,,,,
11.82078742980957,10,116,,,,
10.74932861328125,10,117,,,,
9.434934616088867,10,118,,,,
9.878349304199219,10,119,,,,
10.964742660522461,10,120,,,,
,10,120,9.656011581420898,0.4625000059604645,,
,10,120,,,0.38778409361839294,
11.698381423950195,11,121,,,,
9.670255661010742,11,122,,,,
9.349201202392578,11,123,,,,
13.653345108032227,11,124,,,,
10.328542709350586,11,125,,,,
10.291322708129883,11,126,,,,
11.31786060333252,11,127,,,,
10.355238914489746,11,128,,,,
9.018513679504395,11,129,,,,
9.388278007507324,11,130,,,,
10.609369277954102,11,131,,,,
,11,131,9.296100616455078,0.4375,,
,11,131,,,0.3650568127632141,
11.176630020141602,12,132,,,,
9.243715286254883,12,133,,,,
8.842451095581055,12,134,,,,
13.239822387695312,12,135,,,,
9.900491714477539,12,136,,,,
9.882975578308105,12,137,,,,
10.947699546813965,12,138,,,,
10.046476364135742,12,139,,,,
8.615364074707031,12,140,,,,
8.9672212600708,12,141,,,,
10.310982704162598,12,142,,,,
,12,142,9.012937545776367,0.4124999940395355,,
,12,142,,,0.3494318127632141,
10.722405433654785,13,143,,,,
8.885774612426758,13,144,,,,
8.385625839233398,13,145,,,,
12.863866806030273,13,146,,,,
9.555980682373047,13,147,,,,
9.561285018920898,13,148,,,,
10.503005027770996,13,149,,,,
9.736750602722168,13,150,,,,
8.286225318908691,13,151,,,,
8.623529434204102,13,152,,,,
10.095518112182617,13,153,,,,
,13,153,8.764883041381836,0.4000000059604645,,
,13,153,,,0.3295454680919647,
10.270544052124023,14,154,,,,
8.619314193725586,14,155,,,,
8.023537635803223,14,156,,,,
